National Database Number,Common Name,Species,State,Observation Date,Length,Latitude,Longitude,
PI-2009-1133384,"Whale, humpback",novaeangliae,HI,2009-12-08,0,20.572833,-156.389333,
PI-2009-1133388,"Whale, humpback",novaeangliae,HI,2009-12-24,360,21.62,-158.133333,
PI-2009-1133389,"Whale, humpback",novaeangliae,HI,2009-12-25,0,20.817667,-156.677667,
PI-2009-1133390,"Whale, humpback",novaeangliae,HI,2009-12-30,0,19.751333,-155.059833,
PI-2010-1132892,"Whale, humpback",novaeangliae,HI,2010-01-04,0,20.046667,-155.853889,
PI-2010-1132893,"Whale, humpback",novaeangliae,HI,2010-01-07,0,19.809167,-156.041944,
PI-2010-1132894,"Whale, humpback",novaeangliae,HI,2010-01-08,420,20.8425,-156.727222,
PI-2010-1132896,"Whale, humpback",novaeangliae,HI,2010-01-14,360,21.581456,-157.88325,
PI-2010-1132898,"Whale, humpback",novaeangliae,HI,2010-01-24,0,19.908611,-155.216667,
PI-2010-1132899,"Whale, humpback",novaeangliae,HI,2010-01-31,0,21.291944,-157.866667,
PI-2010-1132900,"Whale, humpback",novaeangliae,HI,2010-02-07,0,30.464,-145.5026,
PI-2010-1132901,"Whale, humpback",novaeangliae,HI,2010-02-14,480,20.033333,-155.833333,
PI-2010-1132904,"Whale, humpback",novaeangliae,HI,2010-02-21,0,21.533333,-158.333333,
PI-2010-1132905,"Whale, humpback",novaeangliae,HI,2010-02-21,540,21.1,-157.3,
PI-2010-1132907,"Whale, humpback",novaeangliae,HI,2010-02-24,0,21.1848,-157.593,
PI-2010-1132909,"Whale, humpback",novaeangliae,HI,2010-02-28,0,20.0215,-155.4957,
PI-2010-1132911,"Whale, sperm",macrocephalus,HI,2010-03-03,480,20.2038,-155.730925,
PI-2010-1132980,"Whale, humpback",novaeangliae,HI,2010-04-07,360,21.6,-158.15,
PI-2010-1133059,"Whale, sperm",macrocephalus,HI,2010-07-13,0,23.416667,-157.833333,
PI-2010-1133062,"Whale, sperm",macrocephalus,HI,2010-07-27,540,20.7192,-155.987357,
PI-2010-1133211,"Whale, sperm",macrocephalus,HI,2010-12-16,0,18.166667,-156.133333,
PI-2010-1133212,"Whale, humpback",novaeangliae,HI,2010-12-16,0,21.75,-157.966667,
PI-2011-1133422,"Whale, humpback",novaeangliae,HI,2011-01-18,0,22.150333,-159.742333,
PI-2011-1133423,"Whale, humpback",novaeangliae,HI,2011-01-28,0,19.766667,-156.133333,
PI-2011-1133425,"Whale, humpback",novaeangliae,HI,2011-02-16,0,22.067833,-159.795833,
PI-2011-1133426,"Whale, humpback",novaeangliae,HI,2011-02-19,0,21.396,-158.1875,
PI-2011-1133427,"Whale, humpback",novaeangliae,HI,2011-02-25,0,21.75555,-156.538,
PI-2011-1133428,"Whale, humpback",novaeangliae,HI,2011-03-28,0,20.749033,-156.8683,
PI-2011-1133430,"Whale, humpback",novaeangliae,HI,2011-03-06,360,19.4415,-155.043,
PI-2011-1133431,"Whale, sei",borealis,HI,2011-03-18,0,20.848667,-156.707,
PI-2011-1133436,"Whale, sperm",macrocephalus,HI,2011-03-25,360,19.498858,-154.817308,
PI-2011-1133437,"Whale, humpback",novaeangliae,HI,2011-03-30,0,20.44,-156.3655,
PI-2011-1133438,"Whale, humpback",novaeangliae,HI,2011-04-14,402,20.883967,-156.8601,
PI-2011-1133441,"Whale, sperm",macrocephalus,GU,2011-05-11,240,13.38847,144.77846,
PI-2011-1133444,"Whale, sperm",macrocephalus,HI,2011-05-30,335,21.639581,-157.917076,
PI-2011-1146169,"Whale, sperm",macrocephalus,HI,2011-08-23,500,19.637567,-154.98024,
PI-2011-1146230,"Whale, sperm",macrocephalus,GU,2011-05-11,240,13.38847,144.77846,
PI-2011-1149057,"Whale, sperm",macrocephalus,HI,2011-10-18,709,-14.1625,-170.415,
PI-2011-1151087,"Whale, humpback",novaeangliae,HI,2011-02-07,600,21.90611,-159.58917,
PI-2011-1151088,"Whale, humpback",novaeangliae,HI,2011-02-16,156,21.5085,-156.4787,
PI-2011-1151089,"Whale, humpback",novaeangliae,HI,2011-02-21,144,21.2132,-157.5711,
PI-2012-1145724,"Whale, sperm",macrocephalus,HI,2012-08-27,370,20.256829,-155.810616,
PI-2012-1146105,"Whale, sperm",macrocephalus,HI,2012-08-22,480,19.560751,-154.888006,
PI-2012-1146112,"Whale, humpback",novaeangliae,HI,2012-01-23,360,22.11213,-159.42442,
PI-2013-1147286,"Whale, humpback",novaeangliae,HI,2013-01-09,470,20.91338,-156.891681,
PI-2013-1147287,"Whale, humpback",novaeangliae,HI,2013-01-14,457,21.2789,-157.745,
PI-2013-1147289,"Whale, sperm",macrocephalus,HI,2013-02-26,200,19.00207,-155.578487,
PI-2013-1147776,"Whale, humpback",novaeangliae,HI,2013-03-03,480,21.453323,-158.200849,
PI-2013-1148841,"Whale, humpback",novaeangliae,HI,2013-04-16,399,21.711116,-157.984402,
PI-2013-1148845,"Whale, sperm",macrocephalus,GU,2013-06-12,1500,13.394817,144.779549,
PI-2013-1158710,"Whale, killer",orca,HI,2013-10-04,0,20.802519,-156.809133,
PI-2013-1158711,"Whale, sperm",macrocephalus,HI,2013-10-24,1676,21.443011,-157.810819,
PI-2013-1159393,"Whale, humpback",novaeangliae,HI,2013-03-15,431,20.9148,-156.9,
PI-2014-1159008,"Whale, humpback",novaeangliae,HI,2014-04-19,512,21.977289,-160.053978,
PI-2014-1169660,"Whale, Bryde's",edeni,GU,2014-08-02,1150,13.357583,144.646583,
PI-2015-1184100,"Whale, humpback",novaeangliae,HI,2015-02-16,0,22.45936,-159.49262,
PI-2015-1185593,"Whale, sperm",macrocephalus,HI,2015-07-09,84,14.184339,-169.635583,
SE-2005-1041329,"Whale, right, North Atlantic",glacialis,GA,2005-01-12,1305,30.871667,-81.099167,
SE-2005-1041783,"Whale, humpback",novaeangliae,FL,2005-02-09,0,30.21,-81.021,
SE-2005-1042147,"Whale, minke",acutorostrata,NC,2005-01-15,284,36.2119,-75.7509,
SE-2005-1043533,"Whale, minke",acutorostrata,NC,2005-03-25,293,34.62972,-76.55045,
SE-2005-1047969,"Whale, sperm",macrocephalus,FL,2005-07-30,362,26.34315,-80.0699,
SE-2005-1060057,"Whale, humpback",novaeangliae,PR,2005-03-17,450,18.474667,-66.7095,
SE-2005-1060063,"Whale, sperm",macrocephalus,PR,2005-06-19,1066,17.928333,-66.9325,
SE-2006-1052835,"Whale, humpback",novaeangliae,SC,2006-01-08,1396,33.05178,-79.34151,
SE-2006-1055647,"Whale, humpback",novaeangliae,NC,2006-03-13,0,34.69715,-75.7365,
SE-2006-1056767,"Whale, humpback",novaeangliae,SC,2006-04-08,810,33.76174,-78.78436,
SE-2006-1056823,"Whale, sperm",macrocephalus,NC,2006-03-29,1021,34.58726,-76.53564,
SE-2006-1057135,"Whale, humpback",novaeangliae,SC,2006-03-16,1250,32.1,-79.55,
SE-2006-1057687,"Whale, humpback",novaeangliae,FL,2006-04-28,860,29.4,-81.0875,
SE-2006-1059573,"Whale, sperm",macrocephalus,FL,2006-07-24,1554,24.62058,-81.32261,
SE-2006-1060207,"Whale, right, North Atlantic",glacialis,FL,2006-01-10,540,30.40335,-81.362833,
SE-2006-1060209,"Whale, right, North Atlantic",glacialis,FL,2006-01-22,560,30.246,-81.053333,
SE-2006-1063227,"Whale, humpback",novaeangliae,NC,2006-12-15,850,34.14489,-77.84013,
SE-2006-1064021,"Whale, right, North Atlantic",glacialis,GA,2006-12-30,1260,31.03333,-81.05,
SE-2007-1063789,"Whale, humpback",novaeangliae,FL,2007-01-17,1075,29.146567,-80.965233,
SE-2007-1063967,"Whale, right, North Atlantic",glacialis,FL,2007-01-25,401,30.260278,-81.379444,
SE-2007-1064017,"Whale, humpback",novaeangliae,FL,2007-01-13,945,28.3635,-80.6025,
SE-2007-1064269,"Whale, humpback",novaeangliae,NC,2007-02-10,760,3564434,-75.47183,
SE-2007-1064641,"Whale, sperm",macrocephalus,FL,2007-02-08,914,25.843333,-79.611667,
SE-2007-1065735,"Whale, humpback",novaeangliae,GA,2007-03-27,0,31.43988,-80.71968,
SE-2007-1065829,"Whale, right, North Atlantic",glacialis,NC,2007-03-31,772,35.3479,-75.19664,
SE-2007-1069101,"Whale, sperm",macrocephalus,TX,2007-07-28,1737,25.984,-97.149167,
SE-2007-1073223,"Whale, humpback",novaeangliae,NC,2007-12-21,935,36.31198,-75.80437,
SE-2007-1073761,"Whale, sperm",macrocephalus,FL,2007-12-30,1000,27.5481,-82.6279,
SE-2008-1073779,"Whale, right, North Atlantic",glacialis,FL,2008-01-25,470,29.36,-81.071,
SE-2008-1074079,"Whale, right, North Atlantic",glacialis,FL,2008-02-14,355,30.4038,-81.3999,
SE-2008-1074199,"Whale, fin",physalus,FL,2008-02-29,886,29.59605,-81.18137,
SE-2008-1074271,"Whale, humpback",novaeangliae,FL,2008-03-03,0,29.57574,-81.16679,
SE-2008-1075235,"Whale, humpback",novaeangliae,NC,2008-04-04,745,34.49291,-77.41806,
SE-2008-1078917,"Whale, sperm",macrocephalus,NC,2008-06-30,416,35.34685,-75.50094,
SE-2008-1082905,"Whale, minke",acutorostrata,NC,2008-10-12,477,34.61431,-76.5493,
SE-2008-1083001,"Whale, sperm",macrocephalus,FL,2008-09-29,342,24.93639,-80.95472,
SE-2008-1083873,"Whale, sperm",macrocephalus,TX,2008-06-10,837,27.73043,-97.1321,
